Timestamp_ms,SSID,BSSID,RSSI,Channel,SequenceNumber,BeaconInterval,BeaconTimestamp,Encryption,Privacy,ShortPreamble,ShortSlot,RateCount,SupportedRates,ExtRateCount,DSChannel,CountryCode,HasHT,HTChannelWidth,HTStreams,HasExtCap,OUI,VendorName,IsHidden,FrameLength,is_rogue,_rogue_type,SSID_Length,EmptySSID,BSSID_LocalAdmin,Timestamp_Ratio,UnusualChannel,Is_WEP,Is_Open,LowSeqNumber,LowTSF
347671,Airtel__dontuse,30:BD:13:27:87:96,-86,5,1911,100,181087232022.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,6,IN,1,20,2,1,30:BD:13,Unknown,0,311,0,legitimate,15,0,0,520856.5315067075,1,0,0,0,0
1111248,SKYSUN-R1,5C:62:8B:F0:A0:69,-86,4,3355,100,5374670782.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,4,,1,40,2,1,5C:62:8B,Unknown,0,239,0,legitimate,9,0,0,4836.60348130797,1,0,0,0,0
305992,suresh4G,CA:78:C9:FE:B1:03,-90,7,3406,100,3487858.0,Open,0,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,6,IN,1,40,2,1,CA:78:C9,Unknown,0,228,1,security_downgrade,8,0,2,11.39848950792992,1,0,1,0,1
876652,Dharanidharan-4G,04:AB:08:BD:E1:52,-82,1,2134,100,576211046817.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,IN,1,20,2,1,04:AB:08,Unknown,0,289,0,legitimate,16,0,0,657285.2049978726,0,0,0,0,0
1403766,ESPP,E4:C3:2A:02:C7:43,-94,2,3330,100,2262088.0,Open,0,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,2,DE,1,40,2,1,E4:C3:2A,Unknown,0,311,1,security_downgrade,4,0,0,1.6114412149594626,1,0,1,0,1
818164,JioFiber_4G,F0:ED:B8:BC:70:D7,-72,1,1282,100,3374954803620.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,IN,1,20,2,1,F0:ED:B8,Unknown,0,284,0,legitimate,11,0,0,4125029.5522541297,0,0,0,0,0
1050752,,B0:A7:B9:AF:A2:99,-96,9,3971,100,244375.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,9,,1,40,2,1,B0:A7:B9,Unknown,1,315,1,hidden_ssid,0,1,0,0.2325713083855102,1,0,0,0,1
251074,Vidya,78:20:51:C9:AC:08,-93,9,2757,100,802833920407.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,8,,1,40,2,1,78:20:51,Unknown,0,380,0,legitimate,5,0,0,3197586.061563278,1,0,0,0,0
651178,Vidya,78:20:51:C9:AC:AC,-92,10,2543,100,3356171.0,Open,0,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,8,,1,40,2,1,78:20:51,Unknown,0,380,1,security_downgrade,5,0,0,5.153991452427059,1,0,1,0,1
229361,ACT-ai_103742862979,B0:19:21:74:6F:B8,-85,1,3184,100,35086131592.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,DE,1,40,2,1,B0:19:21,Unknown,0,369,0,legitimate,19,0,0,152972.73128068293,0,0,0,0,0
4457,SAMIKSHA,54:AF:97:24:0F:A3,-71,12,2282,100,803860889936.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,11,,1,40,2,1,54:AF:97,Unknown,0,238,0,legitimate,8,0,0,180318728.11484972,1,0,0,0,0
25812,JioFiber-CqkfQ,9A:78:C9:62:4F:27,-87,6,0,100,3089475.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,6,IN,1,40,2,1,9A:78:C9,Unknown,0,234,1,tsf_reset,14,0,2,119.68678572812149,0,0,0,1,1
128370,,54:AF:97:6C:D4:24,-68,12,880,100,8338885.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,11,,1,40,2,1,54:AF:97,Unknown,1,237,1,hidden_ssid,0,1,0,64.9592587110796,1,0,0,0,1
331360,,9E:A2:F4:27:B6:BF,-80,4,1506,100,700277248401.0,WEP,1,0,1,0,,0,0,,0,0,0,0,9E:A2:F4,Unknown,0,334,0,legitimate,0,1,2,2113336.3564239605,1,1,0,0,0
1164659,JVACT1,A4:2B:B0:01:A6:3A,-82,10,1328,100,805025485123.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,11,,1,40,2,0,A4:2B:B0,Unknown,0,260,0,legitimate,6,0,0,691210.7268413099,1,0,0,0,0
1058706,,04:AB:08:2A:8A:06,-90,1,2708,100,7959553.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,IN,1,20,2,1,04:AB:08,Unknown,1,282,1,hidden_ssid,0,1,0,7.518183028921127,0,0,0,0,1
1205915,Charleshome_4g,60:A4:B7:D0:B1:6E,-93,6,1848,100,4091818.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,,1,40,2,1,60:A4:B7,Unknown,0,244,1,evil_twin_last_octet,14,0,0,3.3931202504983764,0,0,0,0,1
90789,,9C:A2:F4:70:C6:7A,-83,5,13,100,8142170.0,WEP,1,0,0,0,,0,0,,0,0,0,0,9C:A2:F4,Unknown,0,360,1,tsf_reset,0,1,0,89.68135257186916,1,1,0,1,1
209251,TNPOLICE,54:AF:97:24:47:83,-74,11,3684,100,702501785931.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,11,,1,40,2,1,54:AF:97,Unknown,0,238,0,legitimate,8,0,0,3357204.642875576,0,0,0,0,0
1616915,SanD-JioFiber,BA:A9:15:4E:AF:EE,-87,11,4078,100,4569981.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,11,IN,1,40,2,1,BA:A9:15,Unknown,0,233,1,local_admin_bssid,13,0,2,2.8263564712081517,0,0,0,0,1
1006645,Jio4G,8C:A3:99:66:B3:A6,-86,2,1191,100,803900109223.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,IN,1,20,2,1,8C:A3:99,Unknown,0,278,0,legitimate,5,0,0,798592.6623887643,1,0,0,0,0
1406838,Jocelyn_Home_EXT,32:64:F4:A6:BB:4C,-88,2,910,100,3930278.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,,1,20,2,0,32:64:F4,Unknown,0,273,1,evil_twin_full_oui,16,0,2,2.7936942322469025,1,0,0,0,1
1130093,,C2:07:1D:D4:35:49,-78,1,18,100,137339.0,WEP,1,1,1,0,,0,0,,0,0,0,0,C2:07:1D,Unknown,0,431,1,tsf_reset,0,1,2,0.12152882857532206,0,1,0,1,1
804731,Vishaka_5G,56:AF:97:69:D4:DA,-77,12,2303,100,470438709629.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,11,,1,40,2,1,56:AF:97,Unknown,0,240,0,legitimate,10,0,2,584590.5340274775,1,0,0,0,0
921567,104A_4G,04:AB:08:D8:1A:41,-94,11,3074,100,3669769.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,11,IN,1,20,2,1,04:AB:08,Unknown,0,280,1,evil_twin_last_octet,7,0,0,3.982092477169346,0,0,0,0,1
258391,Suman 1+,1A:67:E3:A0:4F:D9,-91,12,540,100,102486425600.0,WPA2,1,1,1,4,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,8,11,IN,1,20,1,1,1A:67:E3,Unknown,0,242,0,legitimate,8,0,2,396631.5737329329,1,0,0,0,0
171746,Santhanam G_1F,9E:53:22:3A:F5:19,-88,4,2423,100,5964674.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,4,,1,40,2,1,9E:53:22,Unknown,0,389,1,local_admin_bssid,14,0,2,34.72942176573681,1,0,0,0,1
370299,,12:27:F5:A8:91:B5,-92,4,2314,100,802927821219.0,WEP,1,0,1,0,,0,0,,0,0,0,0,12:27:F5,Unknown,0,263,0,legitimate,0,1,2,2168317.0975398323,1,1,0,0,0
398000,Tenda_1B1850,E8:65:D4:1B:18:51,-89,11,1932,100,157650329620.0,WPA2,1,1,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,10,,1,20,2,1,E8:65:D4,Unknown,0,292,0,legitimate,12,0,0,396105.36058954627,0,0,0,0,0
187127,Airtel_ragh_4432,A2:91:CA:6F:80:3A,-91,1,2423,100,6794762.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,1,IN,1,20,2,1,A2:91:CA,Unknown,0,352,1,local_admin_bssid,16,0,2,36.31077123680048,0,0,0,0,1
1215947,,62:A4:B7:D1:B1:B4,-87,6,2637,100,6983853.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,,1,40,2,1,62:A4:B7,Unknown,1,244,1,hidden_ssid,0,1,2,5.743545776628606,0,0,0,0,1
1653383,JVACT5G,F2:A7:31:F9:68:16,-84,1,48,100,7549298.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,,1,40,2,1,F2:A7:31,Unknown,0,237,1,tsf_reset,7,0,2,4.565967736472592,0,0,0,1,1
280722,Tenda_1B1850,E8:65:D4:1B:18:51,-87,11,44,100,7552074.0,WPA2,1,1,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,10,,1,20,2,1,E8:65:D4,Unknown,0,292,1,tsf_reset,12,0,0,26.90222746265892,0,0,0,1,1
151672,Swathimohan,7A:83:94:C0:10:05,-90,1,1876,100,141985075598.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,1,IN,1,40,2,1,7A:83:94,Unknown,0,231,0,legitimate,11,0,2,936126.2426272309,0,0,0,0,0
1500272,SanD-JioFiber,BA:A9:15:4E:AF:20,-85,11,657,100,8909147.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,11,IN,1,40,2,1,BA:A9:15,Unknown,0,233,1,evil_twin_last_octet,13,0,2,5.93835055353259,0,0,0,0,1
1141587,Shravan-4g,48:55:5E:19:EA:47,-85,3,3472,100,1957450.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,IN,1,20,2,1,48:55:5E,Unknown,0,283,1,channel_shift,10,0,0,1.7146728942490637,1,0,0,0,1
244223,,CA:78:C9:FE:B1:30,-79,7,1006,100,6309794.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,6,IN,1,40,2,1,CA:78:C9,Unknown,1,227,1,hidden_ssid,0,1,2,25.83609309486373,1,0,0,0,1
1621139,,F0:A7:31:F8:68:97,-84,2,754,100,315592.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,,1,40,2,1,F0:A7:31,Unknown,1,235,1,hidden_ssid,0,1,0,0.19467288451336714,1,0,0,0,1
214098,SKYSUN-R1,E7:34:7E:F0:A0:69,-85,5,690,100,8871213.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,4,,1,40,2,1,E7:34:7E,Unknown,0,239,1,evil_twin_full_oui,9,0,2,41.43509778186727,1,0,0,0,1
1549085,KARTHIKA,D8:07:B6:EC:81:0F,-90,12,964,100,805406208322.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,11,,1,40,2,0,D8:07:B6,Unknown,0,262,0,legitimate,8,0,0,519923.49574006867,1,0,0,0,0
1169889,babu_5G,CA:78:C9:FE:B1:3E,-72,5,449,100,6468684.0,WEP,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,6,IN,1,40,2,1,CA:78:C9,Unknown,0,227,1,security_downgrade,7,0,2,5.529309593209618,1,1,0,0,1
819407,Rajkumar,82:BB:C1:3F:20:6F,-89,6,1240,100,804655001992.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,6,IN,1,40,2,1,82:BB:C1,Unknown,0,228,0,legitimate,8,0,2,981995.5406732665,0,0,0,0,0
685298,JioFiber-3TFFK,D7:F8:C6:12:3E:9A,-75,2,2197,100,7933547.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,IN,1,20,2,1,D7:F8:C6,Unknown,0,287,1,evil_twin_full_oui,14,0,2,11.576767221315075,1,0,0,0,1
69918,VKS_4G_1,60:A4:B7:D0:B1:1A,-87,12,303,100,9802992.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,,1,40,2,1,60:A4:B7,Unknown,0,238,1,channel_shift,8,0,0,140.20498004834164,1,0,0,0,1
861429,MY HOME_4G,B4:A7:C6:F4:4E:D4,-91,6,2375,100,804653466079.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,IN,1,20,2,1,B4:A7:C6,Unknown,0,283,0,legitimate,10,0,0,934090.3684327223,0,0,0,0,0
69447,JVACT1,A4:2B:B0:01:A6:3A,-90,11,3151,100,803534439355.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,11,,1,40,2,0,A4:2B:B0,Unknown,0,260,0,legitimate,6,0,0,11570303.527171409,0,0,0,0,0
486645,Prakash 2 G,8C:A3:99:A1:A7:93,-81,1,516,100,5319574.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,1,IN,1,40,2,1,8C:A3:99,Unknown,0,333,1,evil_twin_last_octet,11,0,0,10.931095704064145,0,0,0,0,1
52953,Sekar,3C:84:6A:7B:AF:FE,-95,11,2648,100,294710579525.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,11,,1,40,2,0,3C:84:6A,Unknown,0,259,0,legitimate,5,0,0,5565407.325697775,0,0,0,0,0
939263,Isha99_FF,9C:A2:F4:FA:D3:9C,-91,5,3943,100,30693007974813.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,5,,1,40,2,1,9C:A2:F4,Unknown,0,384,0,legitimate,9,0,0,32677722.104555268,1,0,0,0,0
365126,ICF_65,B0:A7:B9:AF:A2:F5,-79,10,1142,100,4406080.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,9,,1,40,2,1,B0:A7:B9,Unknown,0,315,1,evil_twin_last_octet,6,0,0,12.067253311861352,1,0,0,0,1
1423916,Arvind ,9E:A2:F4:20:C6:82,-85,5,34,100,9340697.0,WPA2,1,0,0,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,4,US,1,40,3,1,9E:A2:F4,Unknown,0,358,1,tsf_reset,7,0,2,6.559860581761437,1,0,0,1,1
344827,4G New 10 Jan26,78:20:51:A7:06:48,-81,6,3538,100,2553007003965.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,IN,1,20,2,1,78:20:51,Unknown,0,239,0,legitimate,15,0,0,7403711.427044787,0,0,0,0,0
284727,vasudha_4G,FC:7A:58:0E:CD:2A,-82,1,668,100,554385715632.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,IN,1,20,2,1,FC:7A:58,Unknown,0,283,0,legitimate,10,0,0,1947071.2948217245,0,0,0,0,0
1370634,Sweet Home ,98:25:4A:D8:EF:EC,-89,1,194,100,4656816.0,WEP,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,,1,40,2,1,98:25:4A,Unknown,0,241,1,security_downgrade,11,0,0,3.397560984507181,0,1,0,0,1
26912,Deadpool_1st,3C:52:A1:27:F9:F3,-93,11,1967,100,802990182746.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,11,,1,40,2,1,3C:52:A1,Unknown,0,242,0,legitimate,12,0,0,29836517.026938654,0,0,0,0,0
989293,,52:91:E3:A7:90:7E,-89,10,2812,100,803969229205.0,WEP,1,0,1,0,,0,0,,0,0,0,0,52:91:E3,Unknown,0,310,0,legitimate,0,1,2,812669.670699509,1,1,0,0,0
747119,SKYSUN-R1,98:DA:C4:E5:09:4D,-93,4,3283,100,3618920.0,WPA2,1,1,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,4,DE,1,40,3,1,98:DA:C4,Unknown,0,240,1,evil_twin_last_octet,9,0,0,4.84382696220152,1,0,0,0,1
12859,JioFiber-satz,C0:68:CC:6E:74:72,-84,7,10,100,2634424.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,IN,1,20,2,1,C0:68:CC,Unknown,0,245,1,tsf_reset,13,0,0,204.85412130637636,1,0,0,1,1
269118,Dagobah,62:A4:B7:04:21:54,-89,3,69,100,6685172.0,WPA2,1,0,0,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,3,,1,40,2,1,62:A4:B7,Unknown,0,270,1,local_admin_bssid,7,0,2,24.840951400681483,1,0,0,1,1
335601,,A6:36:C7:7C:3E:C6,-90,7,1124,100,8686417.0,WEP,1,1,0,0,,0,0,,0,0,0,0,A6:36:C7,Unknown,0,178,1,channel_shift,0,1,2,25.883090684799257,1,1,0,0,1
1513771,kokila-internet,2A:5D:CB:93:04:97,-84,1,3288,100,4057874.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,,1,20,2,0,2A:5D:CB,Unknown,0,221,1,evil_twin_full_oui,15,0,2,2.680637506837225,0,0,0,0,1
41521,Satz,10:27:F5:5C:C6:A3,-74,4,2510,100,803484058002.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,3,,1,40,2,1,10:27:F5,Unknown,0,254,0,legitimate,4,0,0,19350803.38138818,1,0,0,0,0
535240,JioFiber_4G,F0:ED:B8:BC:70:D7,-87,1,2503,100,3374671974802.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,IN,1,20,2,1,F0:ED:B8,Unknown,0,284,0,legitimate,11,0,0,6304957.906442145,0,0,0,0,0
736215,advikasarah,48:55:5E:2C:71:A2,-98,12,1791,100,7363776.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,11,IN,1,20,2,1,48:55:5E,Unknown,0,284,1,evil_twin_last_octet,11,0,0,10.002195007986787,1,0,0,0,1
131248,Home Sweet_5G,9E:A2:F4:A9:D2:8F,-90,11,1275,100,189227215289.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,10,,1,40,2,1,9E:A2:F4,Unknown,0,243,0,legitimate,13,0,2,1441742.148808753,0,0,0,0,0
860345,Prakash 2 G,8C:A3:99:A1:A7:AD,-83,1,1514,100,804636979594.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,1,IN,1,40,2,1,8C:A3:99,Unknown,0,333,0,legitimate,11,0,0,935248.1206328616,0,0,0,0,0
994023,Palani,9C:A2:F4:E8:A2:D4,-86,3,3229,100,803957145915.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,2,,1,40,2,1,9C:A2:F4,Unknown,0,236,0,legitimate,6,0,0,808790.477810395,1,0,0,0,0
198468,ACT103619873565_5g,EA:48:B8:F9:00:99,-87,6,1521,100,52295989736.0,WPA2,1,0,0,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,,1,40,2,1,EA:48:B8,Unknown,0,248,0,legitimate,18,0,2,263497.0183555114,0,0,0,0,0
1482222,,9E:A2:F4:AA:D3:34,-89,5,2842,100,5153679.0,WEP,1,0,1,0,,0,0,,0,0,0,0,9E:A2:F4,Unknown,0,334,1,evil_twin_last_octet,0,1,2,3.4769930030771348,1,1,0,0,1
622841,,00:5F:67:F7:5E:75,-95,1,92,100,3334111.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,,1,40,2,1,00:5F:67,Unknown,1,240,1,hidden_ssid,0,1,0,5.35306064780474,0,0,0,1,1
